企業名,法人番号,従業員数,業種,都道府県
札幌日信電子株式会社,2430001020233,111,■信号機器、情報制御機器の製造、販売、設置ならびに保守・ 駅務システムの保守 ・改札機・券売機・精算機・その他,北海道札幌市豊平区月寒東四条８丁目６番５号
ダイキンＭＲエンジニアリング株式会社,1120001133315,127,船舶用空調装置エンジニアリング 船舶用冷凍装置エンジニアリング,大阪府大阪市淀川区西中島５丁目５番１５号
コーホク印刷株式会社,1260001002373,103,印刷業,岡山県岡山市北区高柳東町１０番２７号
内村酸素株式会社,3330001000450,117,医療、造船、鉄構、自動車、食品、半導体関連等の卸売業,熊本県熊本市中央区本荘５丁目１３番１８号
関場建設株式会社,1380001015636,133,土木工事、建築工事、住宅建築・リフォ－ム工事,福島県南相馬市原町区錦町１丁目１番地
株式会社イナハラ,1140001006205,106,ＩＴ・オフィス機器の販売と保守メンテナンス オフィスデザインの提案,兵庫県神戸市中央区磯上通４丁目１番２６号
共栄株式会社,1140001007137,146,鉄、非鉄金属、軽金属、並びにその屑の買入販売、及び加工販売,兵庫県神戸市中央区栄町通２丁目３番９号共栄ビル
株式会社エージェンシーアシスト,1130001013945,150,産業用機械部品の調達支援および検査,京都府久世郡久御山町佐古外屋敷６６番地の１
船橋興産株式会社,1040001019365,110,廃棄物処理業,千葉県船橋市高瀬町３１番地２
グローブシップ総合管理株式会社,1010001062434,150,総合ビル管理,東京都港区芝４丁目１１番３号
株式会社クエリー,1021001019662,130,情報処理サービス（ソフトウェア開発および受託） コンピュータの導入および利用に関するコンサルティング コンピュータ・通信,神奈川県横浜市西区みなとみらい４丁目６番２号みなとみらいグランドセントラルタワー４階
株式会社秀光,1020001077472,120,家具類製造・加工・販売,神奈川県川崎市幸区堀川町５８０番地
株式会社グラファイトデザイン,1030001090714,130,1.ゴルフクラブシャフトの製造・販売 2.ゴルフクラブの組立加工 3.その他炭素繊維(カーボン繊維)を使用した各種パイプ,埼玉県秩父市太田２４７４番地１
株式会社竹花組,1100001007330,102,1.　土木構造物の請負施工 2.　建築物の設計及び請負施工 3.　建設関連資材（生コン、アスファルト合材、砕石、石油製品,長野県佐久市望月３０番地１
株式会社アスピア,1100001014038,129,建設業,長野県松本市宮渕１丁目３番３０号
株式会社ユニオン,1200001005687,125,建設コンサルタント・測量業・補償コンサルタント,岐阜県岐阜市西河渡２丁目５７番地
ピコシステム株式会社,2260001005516,141,システム設計及びプログラム開発、コンピューター・コピー・ファクシミリ・ＯＡ機器販売および保守管理、パソコン教室、ドコモシ,岡山県岡山市南区西市９８番地の４
株式会社タイセークリーン,1380001005678,133,建物清掃業 産業廃棄物処理業 警備業,福島県郡山市安積町長久保３丁目１２番地１６
三展ミネコンサルタント株式会社,1050001010315,125,建設コンサルタント業務,茨城県土浦市桜町４丁目１１番１４号
永大化工株式会社,1120001019704,145,プラスチック成形品製造・販売,大阪府大阪市平野区平野北２丁目３番９号
埼玉西ヤクルト販売株式会社,1030001026924,131,,埼玉県入間市高倉５丁目１１番１号
八十二リース株式会社,1100001002835,149,,長野県長野市大字中御所岡田２１８番地１４
日信防災株式会社,1010001025449,156,防災システム及び駐車場システムの設計・施工・販売・保守,東京都千代田区岩本町３丁目２番４号
株式会社アビリブ,1180001056163,168,ＷＥＢ制作事業、システム開発事業、ＡＳＰ（予約システム）事業、モバイルソリューション事業、ＷＥＢコンサルティング事業他,愛知県名古屋市中区栄５丁目２８番１２号名古屋若宮ビル１１階
株式会社日新システムズ,2130001018398,223,(1) 制御系・組込系ソフトウェアの受託開発 (2) ソフトウェアライセンスの販売 (3) ＥＭＳ関連機器、ネットワーク,京都府京都市下京区堀川通綾小路下る綾堀川町２９３番地の１
サンライズ・エンジニアリング株式会社,1010001123335,171,電気工事業、電気通信工事業,東京都中央区日本橋小舟町２番９号
大和機工株式会社,1180001092588,180,建設機械・産業機械・電子機器等の製造、販売、修理、リース,愛知県大府市梶田町１丁目１７１番地
株式会社渡商会,2020001024960,151,1．高圧ガス、化学品、関連機械機器、石油類の販売 2．設備工事の設計、施工 3．ガス関連設備の開発・設計・施工・保守管理,神奈川県横浜市神奈川区子安通２丁目２３４番地
富士テクノロジー株式会社,1080001012804,220,情報サービス業,静岡県静岡市駿河区南町１８番１号
東光印刷株式会社,1240001007440,175,,広島県広島市西区商工センター７丁目５番１５号
株式会社オービス,1240001030054,222,梱包用材等の製造、販売、プレハブハウスの製造、販売、仮設建物等のリース、一般建築及び太陽光発電システムの請負、自然エネル,広島県福山市松永町６丁目１０番１号
宮城日野自動車株式会社,1370001005258,231,自動車販売・整備業,宮城県仙台市宮城野区扇町１丁目７番３６号
株式会社アサプリ,2190001013443,164,印刷業,三重県桑名市大字安永９２３番地
愛媛トヨペット株式会社,1500001000807,240,自動車販売及び整備,愛媛県松山市空港通５丁目７番９号
愛媛トヨタ自動車株式会社,2500001000806,216,販売業（車両・保険・情報端末機器等）車両整備等,愛媛県松山市宮田町１０９番地の１
東洋株式会社,1460101001189,150,,北海道帯広市西十条南９丁目７番地
ライラック興業株式会社,2430001018120,130,下水道施設維持管理、建物清掃・設備保守管理業務等,北海道札幌市東区東雁来九条３丁目１番３０号
ムラタ計測器サービス株式会社,2020001008096,107,環境計量証明業,神奈川県横浜市戸塚区秋葉町１５番
深川医療器株式会社,1240001017514,102,福祉用具レンタル・販売 医療・介護施設への物品販売,広島県広島市西区商工センター４丁目１５番１７号
高沢産業株式会社,2100001001852,120,鉄鋼原料卸売 アスファルト合材製造・工事 セメント、生コン、建設資材卸売 OA機器販売・リース,長野県長野市南千歳１丁目１５番地３
滋賀日野自動車株式会社,1160001014544,115,,滋賀県栗東市小柿３丁目２番３０号
フクダ電子西部南販売株式会社,1330001004032,110,医療機器販売業,熊本県熊本市中央区帯山２丁目５－２７
東邦福島株式会社,1380001009126,102,各種高圧ガス販売及び関連機器等の販売,福島県郡山市横塚３丁目１２番１６号
株式会社アークス,1430001018377,105,,北海道札幌市中央区南十三条西１１丁目２番３２号
鉄鋼処理産業株式会社,1290801012296,138,金属精錬業、製造業,福岡県北九州市若松区南二島２丁目２２番１１号
日本連合警備株式会社,1080001013224,129,総合警備業,静岡県島田市中河町８９６８番地の７
宮城熊さん株式会社,2370001002378,100,麺類及び業務用食品の卸売業・飲食業,宮城県仙台市太白区西多賀５丁目１８番１１号
住商エアロシステム株式会社,1010001020185,167,航空機器、航空機用及び船舶用エンジン、宇宙衛星機器、車両、通信電子機器、レーダー、特機等の貿易、国内販売及び保守整備業務,東京都千代田区一ツ橋１丁目２番２号
株式会社つむら工芸,1120001045502,178,メディア、舞台、その他エンターテイメント向けの造形物製作事業,大阪府大阪市西区京町堀２丁目１２番２４号
朝日金属株式会社,1180001011481,240,製鋼原料加工、販売、他,愛知県名古屋市北区六が池町５５５番地
株式会社チップトン,1180001014914,210,産業機械・付帯装置、研磨材・セラミックス製品の開発、製造、販売。 ＜産業機械・付帯装置＞ ・表面処理装置（バレル研磨機,愛知県名古屋市南区豊田３丁目１９番２１号
株式会社クロステック,1020001037212,195,各種情報システムの提案・設計・開発、通信ソフトウェア・制御ソフトウェア・基本ソフトウェアの設計・開発、ハ?ッケーシ?ソフ,神奈川県横浜市港北区篠原北２丁目４番１号
株式会社リサーチアンドソリューション,1290001017278,237,ソフトウェア開発・販売 間接業務支援,福岡県福岡市博多区上呉服町１２番３３号
池田煖房工業株式会社,1430001001267,188,設備工事業,北海道札幌市北区北十二条西３丁目２番２０号
